,content,label,token
428,记者走访昆明的旅行社时发现，云南旅游线路大多标明了“纯玩”字样，价格平均涨幅在50%以上。一位昆明中北旅行社的工作人员称，大理丽江五天四晚的行程现在的价格为1380元人民币／人，全程无自费，一个购物点都没有。但价格的上涨导致客流量减少，“现在客人是少得很，我们有时候三四天都没有一个单，相比以前差得很多。”朱伯威也称，截至目前，已有多家旅行社向他反映游客明显减少。,1,记者 走访 昆明 的 旅行社 时 发现 云南旅游 线路 大多 标明 了 纯 玩 字样 价格 平均 涨幅 在 NUM 以上 一位 昆明 中 北 旅行社 的 工作人员 称 大理 丽江 五天 四晚 的 行程 现在 的 价格 为 NUM 元 人民币 人 全程无 自费 一个 购物点 都 没有 但 价格 的 上涨 导致 客流量 减少 现在 客人 是 少 得 很 我们 有时候 三四天 都 没有 一个 单 相比 以前 差得 很多 朱伯威 也 称 截至 目前 已有 多家 旅行社 向 他 反映 游客 明显 减少
429,2017年1月，国家旅游局局长李金早在全国旅游工作会议上提出，目前全国旅游业发展方式较为粗放，其特点为：资源利用率不高，市场主体发育不充分，存在旅游管理体制、运行机制与国际不相适应，旅游公共服务与井喷式需求不相适应等诸多问题。,1,NUM 年 NUM 月 国家旅游局 局长 李金早 在 全国 旅游 工作 会议 上 提出 目前 全国 旅游业 发展 方式 较为 粗放 其 特点 为 资源 利用率 不高 市场主体 发育 不 充分 存在 旅游 管理体制 运行机制 与 国际 不相适应 旅游 公共服务 与 井喷式 需求 不相适应 等 诸多 问题
430,朱伯威表示，“云南作为全国旅游产业中的一部分，同样处于粗放型发展阶段。”他指出，目前云南有1040家旅行社，平均每天接待2万人，约800个旅行团，与此同时，相关法律、企业经营、消费者等方方面面都存在不足，必然导致一些问题的发生。政府应当用“史上最严”的手段治理旅游市场上出现的具体问题，导游辱骂游客，就要加强行业规范；餐饮业服务态度不佳，则应提高服务质量。,1,朱伯威 表示 云南 作为 全国 旅游 产业 中 的 一部分 同样 处于 粗放型 发展 阶段 他 指出 目前 云南 有 NUM 家 旅行社 平均 每天 接待 NUM 万人约 NUM 个 旅行团 与此同时 相关 法律 企业 经营 消费者 等 方方面面 都 存在 不足 必然 导致 一些 问题 的 发生 政府 应当 用史 上 最严 的 手段 治理 旅游 市场 上 出现 的 具体 问题 导游 辱骂 游客 就要 加强 行业 规范 餐饮业 服务态度 不佳则 应 提高 服务质量
431,“云南旅游业正处于转型期，出现‘偏差’是可以理解的。”云南财经大学旅游文化产业研究院院长明庆忠称，政府目前正大力整治，出现游客减少等“阵痛”现象不可避免。在此过程中，新的问题可能会不断出现，但是，“旅游市场将在不断规范的过程中螺旋前进。”,1,云南 旅游业 正 处于 转型期 出现 偏差 是 可以 理解 的 云南 财经大学 旅游 文化产业 研究院 院长 明庆忠称 政府 目前 正 大力 整治 出现 游客 减少 等 阵痛 现象 不可避免 在 此 过程 中新 的 问题 可能 会 不断 出现 但是 旅游 市场 将 在 不断 规范 的 过程 中 螺旋 前进
432,朱伯威表示，通过这次整顿，如果能够真正做到游、购分离；如果政府能坚持不懈，不要一时紧一时松；如果能使入滇游客大幅增长；如果能使云南旅游负面舆论大幅度下降，云南旅游企业一定会扛过这个“阵痛期”。,1,朱伯威 表示 通过 这次 整顿 如果 能够 真正 做到 游购 分离 如果 政府 能 坚持不懈 不要 一时 紧 一时 松 如果 能 使入 滇 游客 大幅 增长 如果 能 使 云南旅游 负面 舆论 大幅度 下降 云南旅游 企业 一定 会 扛过 这个 阵痛期
433,发布时间：2017-01-2321:05来源：中国新闻网作者：蒋雪林石才学,1,发布 时间 NUM NUM NUM NUM 来源 中国 新闻网 作者 蒋雪林石 才学
434,中新社凭祥1月23日电(蒋雪林石才学)越南河内(嘉林)至广西南宁的T8702次中越国际列车23日进入春运客流高峰，列车爆满，全车旅客共151名。,1,中新社 凭祥 NUM 月 NUM 日电 蒋雪林石 才学 越南 河内 嘉林 至 广西南宁 的 ENG NUM 次 中越 国际 列车 NUM 日 进入 春运 客流 高峰 列车 爆满 全 车 旅客 共 NUM 名
435,南宁铁路局南宁客运段国际车队队长杨柳城在接受记者采访时表示，中越国际列车满员是142人。22日南宁发往越南河内(嘉林)的T8701次共有110名旅客，中越国际列车进出境客流均进入高峰。春运10天以来，中越国际列车共计运送国际旅客已达2024人次。,1,南宁 铁路局 南宁 客运段 国际 车队 队长 杨柳 城在 接受 记者 采访 时 表示 中 越 国际 列车 满员 是 NUM 人 NUM 日 南宁 发 往 越南 河内 嘉林 的 ENG NUM 次 共有 NUM 名 旅客 中 越 国际 列车 进出境 客流 均 进入 高峰 春运 NUM 天 以来 中 越 国际 列车 共计 运送 国际 旅客 已达 NUM 人次
436,杨柳城表示，中越国际列车车费便宜而便捷。南宁至河内(嘉林)每张车票仅需215元人民币。开行八年来，中越国际列车已成为中越两国民众商务旅游和省亲便捷通道。临近春节，许多中国民众选择乘坐这趟国际列车出境旅游，在广西的越南商务人士及越南留学生以及中国在越人士也选择这趟国际列车回国过节。国际列车开行8年来，已运送国际旅客24万多人次。,1,杨柳 城 表示 中 越 国际 列车 车费 便宜 而 便捷 南宁 至 河内 嘉林 每张 车票 仅 需 NUM 元 人民币 开行 八年 来 中越 国际 列车 已 成为 中越 两国 民众 商务 旅游 和 省亲 便捷 通道 临近 春节 许多 中国 民众 选择 乘坐 这趟 国际 列车 出境 旅游 在 广西 的 越南 商务人士 及 越南 留学生 以及 中国 在 越 人士 也 选择 这趟 国际 列车 回国 过节 国际 列车 开行 NUM 年 来 已 运送 国际 旅客 NUM 万多人次
437,为适应中国—东盟自由贸易区发展需要，2009年1月，广西南宁至越南河内(嘉林)T8701/2次旅客列车正式开行，国内外旅客乘这趟火车从南宁到河内或从河内到南宁都可实现夕发朝至。南宁因此成为除北京外第二个有国际旅客列车始发的城市。(完),1,为 适应 中国 东盟自由贸易区 发展 需要 NUM 年 NUM 月 广西南宁 至 越南 河内 嘉林 ENG NUM NUM 次 旅客列车 正式 开行 国内外 旅客 乘 这趟 火车 从 南宁 到 河内 或 从 河内 到 南宁 都 可 实现 夕 发朝 至 南宁 因此 成为 除 北京 外 第二个 有 国际 旅客列车 始发 的 城市 完
438,青海新闻网讯近日，一场特殊的培训课让巴藏沟乡的群众开了眼界：原来搞旅游比种地还能挣钱。,1,青海 新闻网 讯 近日 一场 特殊 的 培训 课让 巴藏 沟乡 的 群众 开 了 眼界 原来 搞 旅游 比 种地 还 能 挣钱
439,为助力全区精准扶贫工作，积极发挥职能部门优势，平安区人社局近日邀请青海民族大学张小红教授前来巴藏沟乡，举办了一场旅游服务培训班。张小红教授围绕乡村旅游概念的界定、青海乡村旅游的发展现状、青海乡村旅游发展态势较好的地区、国内典型案例分析、青海乡村旅游发展中存在的问题、乡村旅游发展模式分析、未来农家乐努力的方向等7个方面，从宏观、微观的角度向巴藏沟乡的干部群众讲解了乡村旅游的发展前景，授课内容图文并茂，通俗易懂，参训群众纷纷表示受益匪浅。,1,为 助力 全区 精准 扶贫 工作 积极 发挥 职能部门 优势 平安 区人 社局 近日 邀请 青海 民族 大学 张小红 教授 前来 巴藏 沟乡 举办 了 一场 旅游 服务 培训班 张小红 教授 围绕 乡村 旅游 概念 的 界定 青海 乡村 旅游 的 发展 现状 青海 乡村 旅游 发展 态势 较 好 的 地区 国内 典型 案例 分析 青海 乡村 旅游 发展 中 存在 的 问题 乡村 旅游 发展 模式分析 未来 农家乐 努力 的 方向 等 NUM 个 方面 从 宏观 微观 的 角度 向 巴藏 沟乡 的 干部群众 讲解 了 乡村 旅游 的 发展前景 授课 内容 图文并茂 通俗易懂 参训 群众 纷纷表示 受益匪浅
440,平安区人社局相关负责人告诉记者，近年来巴藏沟乡乡村旅游异军突起，尤其是今年该乡的花海，让不少外地游客慕名而来，如何将打造乡村旅游品牌和精准扶贫结合起来，成为他们思考的方向。为此，针对该乡未来发展需求，组织开展了这场旅游服务培训班。巴藏沟乡相关负责人则表示，在精准扶贫上要选好适合自身发展的路子，增强自身发展能力，不能坐等政府给钱给物。汉、土、回、藏等民族成分多元是巴藏沟乡的一大特点，因此在项目选择上要贴近乡情、村情和家庭现实，不能盲目贪大求洋、跟风跑路，这样不但收入增加不了，反而造成不必要损失。农家乐既要有地域特点，还要干净卫生、突出民族特色，包含乡村气息，用淳朴的民风、干净可口的饭菜、美丽的田园风情留住人气也就留住了财气。通过这次培训，让巴藏沟乡的干部群众对发展乡村旅游更有了底气。,1,平安 区人 社局 相关 负责人 告诉 记者 近年来 巴藏 沟乡 乡村 旅游 异军突起 尤其 是 今年 该乡 的花海 让 不少 外地 游客 慕名而来 如何 将 打造 乡村 旅游 品牌 和 精准 扶贫 结合 起来 成为 他们 思考 的 方向 为此 针对 该乡 未来 发展 需求 组织 开展 了 这场 旅游 服务 培训班 巴藏 沟乡 相关 负责人 则 表示 在 精准 扶贫 上要 选好 适合 自身 发展 的 路子 增强 自身 发展 能力 不能 坐等 政府 给钱 给物 汉土 回藏 等 民族 成分 多元 是 巴藏 沟乡 的 一大 特点 因此 在 项目选择 上要 贴近 乡情 村情 和 家庭 现实 不能 盲目 贪大求洋 跟风 跑 路 这样 不但 收入 增加 不了 反而 造成 不必要 损失 农家乐 既要 有 地域 特点 还要 干净 卫生 突出 民族特色 包含 乡村 气息 用 淳朴 的 民风 干净 可口 的 饭菜 美丽 的 田园 风情 留住 人气 也 就 留住 了 财气 通过 这次 培训 让 巴藏 沟乡 的 干部群众 对 发展 乡村 旅游 更 有 了 底气
441,五一假日期间，出境游人数猛增，其中不乏老年人。不过，也有不少老人因年龄和身体原因而遭旅行社婉拒，不同的旅行社对老人出境游体检机构、体检项目的要求也大相径庭，让老人困惑。上海市人大代表林丽平表示，老年人旅游群体由于其本身特点，对旅游市场的规范程度有很强的敏感性，对政府政策的支持也更为依赖，尤其在体检业务领域急需进行统一规范。,1,五一 假日 期间 出境游 人数 猛增 其中 不乏 老年人 不过 也 有 不少 老人 因 年龄 和 身体 原因 而 遭 旅行社 婉拒 不同 的 旅行社 对 老人 出境游 体检 机构 体检 项目 的 要求 也 大相径庭 让 老人 困惑 上海市 人大代表 林丽平 表示 老年人 旅游 群体 由于 其 本身 特点 对 旅游 市场 的 规范 程度 有 很 强 的 敏感性 对 政府 政策 的 支持 也 更为 依赖 尤其 在 体检 业务 领域 急需 进行 统一 规范
442,“世界那么大”，想要“去看看”的显然不只是年轻人。随着老龄化进程不断加剧，老年旅游市场也持续大幅度增长。全国老龄委的一项调查显示，每年老年人旅游人数已占到全国旅游总人数20%以上，仅在2017年上半年，老年游客出游人次同比增长达2.4倍。越来越多的老年人爱上出门旅游，一方面是因为老人们忙碌了大半生，退休后有更多时间和精力去规划生活；另一方面则是因为，经过多年辛劳，老人大都略有积蓄，生活水平的不断提高使他们更愿意消费旅游。,1,世界 那么 大 想要 去 看看 的 显然 不 只是 年轻人 随着 老龄化 进程 不断 加剧 老年 旅游 市场 也 持续 大幅度 增长 全国 老龄委 的 一项 调查 显示 每年 老年人 旅游 人数 已 占 到 全国 旅游 总 人数 NUM 以上 仅 在 NUM 年 上半年 老年 游客 出游 人次 同比 增长 达 NUM 倍 越来越 多 的 老年人 爱上 出门 旅游 一方面 是因为 老 人们 忙碌 了 大半生 退休 后 有 更 多 时间 和 精力 去 规划 生活 另一方面 则 是因为 经过 多年 辛劳 老人 大都 略有 积蓄 生活 水平 的 不断 提高 使 他们 更 愿意 消费 旅游
443,时至今日，老年旅游团已成为多数景区的一道风景线，老年游客在寄情山水的同时，也为旅游市场的繁荣做出着自己的贡献。然而，与这种繁荣景象不相称的是，老年旅游市场上仍存在不少令人望而生畏的乱象。现实生活中，不少旅行社都对老年人“另眼看待”，要么在出发前提高团费，要么在出发后强制购物，总有一种霸王条款令老人感觉很受伤。倘若发生意外情况，推诿扯皮、投诉无门等情况更是时有发生。消费者在与商家的博弈过程中往往处于劣势，老人因特殊的年龄和身体原因，更是容易遭到侵犯和伤害。,0,时至今日 老年 旅游团 已 成为 多数 景区 的 一道 风景线 老年 游客 在 寄情 山水 的 同时 也 为 旅游 市场 的 繁荣 做出 着 自己 的 贡献 然而 与 这种 繁荣景象 不相称 的 是 老年 旅游 市场 上 仍 存在 不少 令人 望而生畏 的 乱象 现实生活 中 不少 旅行社 都 对 老年人 另眼看待 要么 在 出发 前 提高 团费 要么 在 出发 后 强制 购物 总有 一种 霸王 条款 令 老人 感觉 很 受伤 倘若 发生意外 情况 推诿 扯皮 投诉无门 等 情况 更是 时有发生 消费者 在 与 商家 的 博弈 过程 中 往往 处于 劣势 老人 因 特殊 的 年龄 和 身体 原因 更是 容易 遭到 侵犯 和 伤害
444,为了保障老年旅游者的合法权益、规范旅行社的经营行为和服务内容，国家旅游局于2016年出台了《旅行社老年旅游服务规范》。然而，老年旅游市场上的各种陷阱仍令不少老年游客“步步惊心”。每到节日来临之前，相关部门总是不失时机地发布消费提醒，虽然用心良苦，但这种“固定动作”的威慑力注定十分有限。究其原因，《旅行社老年旅游服务规范》只是行业推荐标准，在落实上仍需加强监管，只有建立并完善旅游安全保险、优化申诉机制等刚性措施，才能确保行业标准成为不容触碰的“红线”。,1,为了 保障 老年 旅游者 的 合法权益 规范 旅行社 的 经营 行为 和 服务 内容 国家旅游局 于 NUM 年 出台 了 旅行社 老年 旅游 服务 规范 然而 老年 旅游 市场 上 的 各种 陷阱 仍令 不少 老年 游客 步步 惊心 每到 节日 来临 之前 相关 部门 总是 不失时机 地 发布 消费 提醒 虽然 用心良苦 但 这种 固定 动作 的 威慑力 注定 十分 有限 究其原因 旅行社 老年 旅游 服务 规范 只是 行业 推荐 标准 在 落实 上 仍 需 加强 监管 只有 建立 并 完善 旅游 安全 保险 优化 申诉 机制 等 刚性 措施 才能 确保 行业标准 成为 不容 触碰 的 红线
445,除了规范旅行社行为之外，要想使老年人能安心出游，还有一些配套工作需要完善。旅行社之所以热衷于为老年人设定限制性条款，除了“挑肥拣瘦”规避风险等原因之外，还有一个不容忽视的因素——不少保险公司在做老年人保险时，不仅保额较低，而且设置了重重障碍。规范老年人旅游市场，显然不应局限于旅行社，保险公司也应纳入其中。另外值得一提的是，出门旅游的老人身在异乡，难免会因旅途劳累或水土不服而生病住院。目前的医保政策是区域性的，各地医保标准不同、信息无法共享，这些都给老人出游增添了障碍。要想改变这样的状况，有必要尽快出台落实异地医保报销手续的实施办法，从而理顺各地区之间的关系。,1,除了 规范 旅行社 行为 之外 要 想 使 老年人 能 安心 出游 还有 一些 配套 工作 需要 完善 旅行社 之所以 热衷于 为 老年人 设定 限制性 条款 除了 挑肥拣瘦 规避 风险 等 原因 之外 还有 一个 不容忽视 的 因素 不少 保险公司 在 做 老年人 保险 时 不仅 保额 较 低 而且 设置 了 重重障碍 规范 老年人 旅游 市场 显然 不 应 局限于 旅行社 保险公司 也 应 纳入 其中 另外 值得一提的是 出门 旅游 的 老人 身在 异乡 难免会 因 旅途 劳累 或 水土不服 而 生病 住院 目前 的 医保 政策 是 区域性 的 各地 医保 标准 不同 信息 无法 共享 这些 都 给 老人 出游 增添 了 障碍 要 想 改变 这样 的 状况 有 必要 尽快 出台 落实 异地 医保 报销 手续 的 实施办法 从而 理顺 各 地区 之间 的 关系
446,老年旅游市场不断升温，相关优待政策也有必要进一步提速。可资借鉴的是，3月28日，由北京市旅游发展委员会主办、北京市老龄产业协会承办的北京老年旅游专题会举行，会议发布了《2017-2018年老年旅游奖励资金管理办法》。其中规定，北京市鼓励旅游企业组织在京老年人京郊旅游，对接待老年游人次排名靠前的企业，最高奖励15万元。相比起单纯强调旅游企业责任，发放温情脉脉的资金奖励，既有助于减轻企业经营压力，同时也有助于树立行业标杆，更重要的是，建立在正面引导的基础上，有助于在行业内逐步形成服务老年人的标准及评价体系。,1,老年 旅游 市场 不断 升温 相关 优待 政策 也 有 必要 进一步 提速 可资 借鉴 的 是 NUM 月 NUM 日 由 北京市 旅游 发展 委员会 主办 北京市 老龄 产业协会 承办 的 北京 老年 旅游 专题 会 举行 会议 发布 了 NUM NUM 年 老年 旅游 奖励 资金 管理 办法 其中 规定 北京市 鼓励 旅游 企业 组织 在 京 老年人 京郊 旅游 对 接待 老年 游人 次 排名 靠 前 的 企业 最高 奖励 NUM 万元 相比 起 单纯 强调 旅游 企业 责任 发放 温情脉脉 的 资金 奖励 既 有助于 减轻 企业 经营 压力 同时 也 有助于 树立 行业 标杆 更 重要 的 是 建立 在 正面 引导 的 基础 上 有助于 在 行业 内 逐步形成 服务 老年人 的 标准 及 评价 体系
447,针对老年旅游市场的乱象，赏罚分明的管理制度有助于激浊扬清，使老年人得以更加心无旁骛地寄情山水，旅游企业能够从中赢得市场和机遇，从而实现老年人与旅游服务行业的双赢。,1,针对 老年 旅游 市场 的 乱象 赏罚分明 的 管理制度 有助于 激浊扬清 使 老年人 得以 更加 心无旁骛 地 寄情 山水 旅游 企业 能够 从中 赢得 市场 和 机遇 从而 实现 老年人 与 旅游 服务行业 的 双赢
448,北京青普旅游文化发展有限公司（以下简称青普）是由有近三十年专业经验的投资老将王功权先生发起成立，这家活力十足的创业公司的目标是——做一流的文化主题度假产品运营商。青普会以丰富多样性的文化艺术主题度假方案，满足人们不同的度假需求，让前来度假的人们在深度体验各个地方的历史文化时，享受充实的假期，聆听内心的声音。,1,北京 青普 旅游 文化 发展 有限公司 以下 简称 青普是 由 有 近 三十年 专业 经验 的 投资 老将 王功权 先生 发起 成立 这家 活力 十足 的 创业 公司 的 目标 是 做 一流 的 文化 主题 度假 产品 运营商 青普会 以 丰富 多样性 的 文化 艺术 主题 度假 方案 满足 人们 不同 的 度假 需求 让 前来 度假 的 人们 在 深度 体验 各个 地方 的 历史 文化 时 享受 充实 的 假期 聆听 内心 的 声音
449,青普创始人——王功权先生,1,青普 创始人 王功权 先生
450,青普此次选择将南靖塔下村一幢土楼群改造为一座集历史源流、现代设计与当地文化内涵于一体的“青普文化行馆”。并在此前向艺术家们发出土楼改造计划的征集，并向诸多设计大师发出评委邀请。征集邀约推出后，一时间各类艺术家的设计方案纷至沓来，很多设计界大拿们也表示出关注和兴趣。,1,青普 此次 选择 将 南靖 塔下村 一幢 土 楼群 改造 为 一座 集 历史 源流 现代 设计 与 当地 文化 内涵 于 一体 的 青普 文化 行馆 并 在 此前 向 艺术家 们 发出 土楼 改造 计划 的 征集 并 向 诸多 设计 大师 发出 评委 邀请 征集 邀约 推出 后 一时间 各类 艺术家 的 设计方案 纷至沓来 很多 设计界 大拿们 也 表示 出 关注 和 兴趣
451,6月25日，青普以“返客为主?探初心”为主题，4位大咖评委的评选，最终选出3项方案落地实现。,1,NUM 月 NUM 日青 普以 返客 为主 探初 心为 主题 NUM 位大 咖 评委 的 评选 最终 选出 NUM 项 方案 落地 实现
452,在活动品鉴活动现场，青普联合创始人及CEO杨雪山先生做开场致辞，杨总从土楼的改造上强调了度假产品不仅需要解决眼睛看到的东西，更需解决心灵感受。青普旅游一直强调文化与艺术的结合，此次产品的发布，也是作为青普打造的第一批项目，今年三月份就已启动，土楼建筑试图通过与艺术家合作打造一场震撼心灵的度假体验。,1,在 活动 品鉴 活动 现场 青普 联合 创始人 及 ENG 杨 雪山 先生 做 开场 致辞 杨 总 从 土楼 的 改造 上 强调 了 度假 产品 不仅 需要 解决 眼睛 看到 的 东西 更 需 解决 心灵 感受 青普 旅游 一直 强调 文化 与 艺术 的 结合 此次 产品 的 发布 也 是 作为 青普 打造 的 第一批 项目 今年 三月份 就 已 启动 土楼 建筑 试图 通过 与 艺术家 合作 打造 一场 震撼 心灵 的 度假 体验
453,杨雪山先生开场致辞后，7位艺术家随后展示自己的设计方案，评委就现场艺术家的作品进行点评及双向交流。,1,杨 雪山 先生 开场 致辞 后 NUM 位 艺术家 随后 展示 自己 的 设计方案 评委 就 现场 艺术家 的 作品 进行 点评 及 双向交流
454,评委老师点评艺术家作品,1,评委 老师 点评 艺术家 作品
455,在评委老师易介中先生眼中，土楼改造计划意在重塑空间艺术，艺术空间体验则是让土楼不“土”的重要方法。游人融入于原生态人文与自然大环境中，极其个性的空间创意是身心灵行旅目的地的巅峰体验。唯有巅峰体验才有机会让土楼升格为民族不动产。而这正是改造后的“青普土楼文化行馆”所能提供的。,1,在 评委 老师 易介中 先生 眼中 土楼 改造 计划 意在 重塑 空间 艺术 艺术 空间 体验 则 是 让 土楼 不土 的 重要 方法 游人 融入 于 原生态 人文 与 自然 大 环境 中 极其 个性 的 空间 创意 是 身 心灵 行旅 目的地 的 巅峰 体验 唯有 巅峰 体验 才 有 机会 让 土楼 升格 为 民族 不动产 而 这 正是 改造 后 的 青普 土楼 文化 行馆 所 能 提供 的
456,评委老师易介中先生,1,评委 老师 易介中 先生
457,活动最后现场所有嘉宾以及媒体朋友就自己喜欢的艺术作品进行投票支持，充分展示大家对艺术设计的最真实感受。,1,活动 最后 现场 所有 嘉宾 以及 媒体 朋友 就 自己 喜欢 的 艺术作品 进行 投票 支持 充分 展示 大家 对 艺术设计 的 最 真实 感受
458,现场嘉宾及媒体朋友参与投票,1,现场 嘉宾 及 媒体 朋友 参与 投票
459,关于土楼,1,关于 土楼
460,福建土楼，是客家族人特有的建筑形式。它诞生于宋元，成熟于明末、清代和民国时期，并在08年入选《世界遗产名录》。土楼既是历时悠久的传统民居形式，也是客家人大迁徙历史的文化符号，曾被联合国教科文组织评价为“世界上独一无二的、神话般的山村建筑模式”。而南靖县则以其境内的各类土楼15000多座（其中大造型土楼1300多座），被誉为“土楼故里”。,1,福建 土楼 是 客 家族 人 特有 的 建筑 形式 它 诞生 于 宋元 成熟 于 明末 清代 和 民国时期 并 在 NUM 年 入选 世界遗产 名录 土楼 既 是 历时 悠久 的 传统 民居 形式 也 是 客家人 大 迁徙 历史 的 文化 符号 曾 被 联合国教科文组织 评价 为 世界 上 独一无二 的 神话 般的 山村 建筑 模式 而 南靖县 则 以 其 境内 的 各类 土楼 NUM 多座 其中 大 造型 土楼 NUM 多座 被誉为 土楼 故里
461,塔下村位于南靖县书洋镇西部，是一个典型的客家村落，被誉为“闽南周庄”，亦是首批15个中国景观村落之一。村落的历史悠久绵长，由张氏族群建于明宣德元年（1426年），现有300多户人家，土楼沿河而建，分列溪流两岸。最早的福兴楼建于明崇祯四年（1631年），为七世东崖公所建，后又陆续建造42座土楼，形制有方形、圆形、围裙形、曲尺形等，这些土楼沿山溪呈长形摆布，高大雄浑，气势恢宏。清末后，族人又建筑了独特的浙杭水乡模式单院式土木、砖木结构的吊角楼，形成大楼带小楼、高低错落布局的奇妙景观。,1,塔下村 位于 南靖县 书洋镇 西部 是 一个 典型 的 客家 村落 被誉为 闽南 周庄 亦 是 首批 NUM 个 中国 景观 村落 之一 村落 的 历史悠久 绵长 由张 氏族 群 建于 明宣德 元年 NUM 年 现有 NUM 多户 人家 土楼 沿河 而建 分列 溪流 两岸 最早 的 福兴 楼 建于 明崇祯 四年 NUM 年 为 七世 东崖 公所 建后 又 陆续 建造 NUM 座 土楼 形制 有 方形 圆形 围裙 形 曲尺形 等 这些 土楼 沿 山溪 呈 长形 摆布 高大 雄浑 气势恢宏 清末 后 族人 又 建筑 了 独特 的 浙杭 水乡 模式 单院式 土木 砖木结构 的 吊角楼 形成 大楼 带 小楼 高低 错落 布局 的 奇妙 景观
462,艺术家之于土楼,1,艺术家 之 于 土楼
463,著名艺术家冰逸认为，土楼在本质上是一个内化的交叉剧场，设计作品的场景化和场景的作品化，会因为某个美妙的连接变得异常动人。自然、美景和神奇的表达，综合起来就是诗性。人类在自然的诗意里找到创造力的来源，就是对人性最大的焕发和跟美最好的融合。,1,著名 艺术家 冰逸 认为 土楼 在 本质 上 是 一个 内化 的 交叉 剧场 设计 作品 的 场景 化 和 场景 的 作品 化会 因为 某个 美妙 的 连接 变得 异常 动人 自然 美景 和 神奇 的 表达 综合 起来 就是 诗性 人类 在 自然 的 诗意 里 找到 创造力 的 来源 就是 对 人性 最大 的 焕发 和 跟 美 最好 的 融合
464,著名艺术家冰逸,1,著名 艺术家 冰逸
465,建筑大师王辉说：“对于土楼这种古建筑的改造，其实就是通过介入已有的结构体系和社会体系，带入当下生活，这个过程一定有矛盾之处。但是对于设计师而言，恰恰可通过解决矛盾点来体现出设计者的智慧光芒。活在当下与沿承传统的交锋，是每个时代的建筑师都要去挑战的。青普土楼行馆空间的重构能够把现代设计融入到当代传统的生活中，让来这里停歇的社会精英自上而下地传播先进文化，修复传统乡绅文化，造福本地人。”,1,建筑 大师 王辉 说 对于 土楼 这种 古建筑 的 改造 其实 就是 通过 介入 已有 的 结构 体系 和 社会 体系 带入 当下 生活 这个 过程 一定 有 矛盾 之 处 但是 对于 设计师 而言 恰恰 可 通过 解决矛盾 点来 体现 出 设计者 的 智慧 光芒 活在 当下 与 沿承 传统 的 交锋 是 每个 时代 的 建筑师 都 要 去 挑战 的 青普 土楼 行馆 空间 的 重构 能够 把 现代 设计 融入 到 当代 传统 的 生活 中 让 来 这里 停歇 的 社会 精英 自上而下 地 传播 先进 文化 修复 传统 乡绅 文化 造福 本地人
466,建筑大师王辉,1,建筑 大师 王辉
467,青普之于土楼,1,青普之于 土楼
468,土楼行馆作为青普文化度假生活方式的载体之一，也承载着青普的初心和梦想。每一处行馆的选址期间，青普都怀着一颗善意的心去对待当地文化和生态。每一处行馆的改造，不仅能带入旅游度假资源，更能使之成为当地文化、甚至是经济的动力。,1,土楼 行馆 作为 青普 文化 度假 生活 方式 的 载体 之一 也 承载 着 青普 的 初心 和 梦想 每一处 行馆 的 选址 期间 青普 都 怀着 一颗 善意 的 心去 对待 当地 文化 和 生态 每一处 行馆 的 改造 不仅 能 带入 旅游 度假 资源 更能 使 之 成为 当地 文化 甚至 是 经济 的 动力
469,“小雪不觉寒，宾朋满客栈。”11月25日，四川甘孜稻城香格里拉镇四季莲花客栈女老板李雪一脸喜悦地告诉记者，立冬以来，她的小客栈仍收入了10多万元。李雪的好生意，也让藏族房东阿里呷乐得合不拢嘴，过去他守着这10多间房受穷，屋里堆柴火、拴牦牛，现在则坐收红利，告别了贫困。,1,小雪 不觉 寒 宾朋 满 客栈 NUM 月 NUM 日 四川 甘孜 稻城 香格里拉 镇 四季 莲花 客栈 女老板 李雪 一脸 喜悦 地 告诉 记者 立冬 以来 她 的 小 客栈 仍 收入 了 NUM 多万元 李雪 的 好生意 也 让 藏族 房东 阿里 呷 乐得 合不拢嘴 过去 他守 着 这 NUM 多间 房 受穷 屋里 堆 柴火 拴 牦牛 现在 则 坐收 红利 告别 了 贫困
470,四川藏区，广袤神奇，旅游资源丰富。旅游脱贫，是四川省委在藏区书写的一篇大文章。今年2月6日，国家旅游局发布首批“全域旅游示范区”创建名单，把甘孜州全部纳入创建范围。目前，以“大熊猫、大九寨、大草原、大香格里拉”为代表的旅游产品和品牌体系已初步建立，形成了集高原特色、藏羌文化、生态休闲于一体的藏区全域旅游发展新格局。,1,四川 藏区 广袤 神奇 旅游 资源 丰富 旅游 脱贫 是 四川省委 在 藏区 书写 的 一篇 大 文章 今年 NUM 月 NUM 日 国家旅游局 发布 首批 全域 旅游 示范区 创建 名单 把 甘孜州 全部 纳入 创建 范围 目前 以 大熊猫 大 九寨 大 草原 大 香格里拉 为 代表 的 旅游 产品 和 品牌 体系 已 初步 建立 形成 了 集 高原 特色 藏 羌 文化 生态 休闲 于 一体 的 藏区 全域 旅游 发展 新格局
